PID,Parcel Address,BUILDING TYPE,STYLE,QUALITY,QUALITY digital, YEAR BUILT,MAIN AND UPPER LIVING AREA,BASEMENT AREA,PARCEL SIZE SQ FT,PARCEL SIZE ACRES,VIEW,WATERFRONT,SALE DATE,ORIGINAL SALE AMOUNT,ADJUSTED SALE AMOUNT,ASSESSOR NH (REFERENCE NO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055940,11012 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2663,,5447,0.13,,,8/9/2021,"$486,650","$529,232",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055958,11011 NE 109TH AVE VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2741,,5459,0.13,,,9/3/2021,"$504,655","$539,981",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055960,10909 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2663,,5483,0.13,,,11/8/2021,"$579,900","$600,197",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055954,10906 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2663,,5485,0.13,,,11/2/2021,"$580,950","$601,283",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055946,11011 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2663,,5487,0.13,,,9/10/2021,"$497,050","$531,844",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055961,10913 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2663,,5494,0.13,,,9/13/2021,"$507,300","$542,811",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055939,11008 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2524,,5506,0.13,,,8/20/2021,"$458,200","$498,293",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055930,11013 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2937,,6058,0.14,,,8/24/2021,"$531,750","$578,278",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055966,10904 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2021,2839,,6862,0.16,,,7/21/2021,"$523,610","$578,589",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200227010,10502 NE 113TH AVE VANCOUVER,CONVENTIONAL,2 STORY,3,3,2002,1905,,6321,0.15,,,11/9/2021,"$440,000","$455,400",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200154006,11315 NE 107TH CIR VANCOUVER,CONVENTIONAL,2 STORY,3,3,2006,2667,,6579,0.15,,,12/30/2021,"$610,000","$620,675",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199623024,10700 NE 111TH CT VANCOUVER,CONVENTIONAL,2 STORY,3,3,2006,2628,,10844,0.25,,,7/12/2021,"$612,300","$676,592",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199623016,11015 NE 109TH ST VANCOUVER,CONVENTIONAL,2 STORY,3,3,2009,2672,,9985,0.23,,,10/27/2021,"$620,000","$652,550",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199623050,11100 NE 109TH ST VANCOUVER,CONVENTIONAL,2 STORY,3,3,2009,2224,,10043,0.23,,,1/14/2021,"$519,900","$629,079",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037822,10008 NE 112TH AVE VANCOUVER,CONVENTIONAL,2 STORY,3,3,2016,2566,,7227,0.17,,,8/31/2021,"$610,000","$663,375",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199612086,11022 NE 112TH ST VANCOUVER,CONVENTIONAL,RANCH,2,2,2008,1466,,4983,0.11,,,5/24/2021,"$399,500","$455,430",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199612094,11217 NE 110TH AVE VANCOUVER,CONVENTIONAL,RANCH,2,2,2008,1372,,5938,0.14,,,10/21/2021,"$435,000","$457,838",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199612010,11209 NE 111TH CT VANCOUVER,CONVENTIONAL,RANCH,2,2,2009,1420,,7195,0.17,,,2/9/2021,"$389,000","$463,883",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200221090,11303 NE 102ND ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,2000,1420,,5988,0.14,,,2/16/2021,"$380,000","$453,150",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200221248,11101 NE 101ST ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,2001,1532,,4720,0.11,,,9/7/2021,"$395,000","$422,650",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200221284,11003 NE 102ND ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,2002,1400,,5301,0.12,,,11/5/2021,"$410,000","$424,350",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986031927,10803 NE 105TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2014,2480,,4253,0.10,,,9/27/2021,"$559,082","$598,218",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033672,10521 NE 111TH CT VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2014,1694,,5297,0.12,,,3/29/2021,"$440,000","$517,000",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037632,10723 NE 108TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2017,1861,215,5842,0.13,,,1/12/2021,"$448,000","$542,080",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037633,10719 NE 108TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2017,1861,215,5856,0.13,,,6/11/2021,"$500,000","$561,250",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055972,11006 NE 111TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,4930,0.11,,,7/14/2021,"$374,600","$413,933",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055970,10920 NE 111TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5119,0.12,,,3/19/2021,"$359,900","$422,883",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055984,10911 NE 111TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,5329,0.12,,,6/2/2021,"$400,100","$449,112",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055983,11001 NE 111TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5338,0.12,,,4/2/2021,"$369,700","$427,928",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055948,11003 NE 111TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,5422,0.12,,,6/9/2021,"$407,800","$457,756",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055979,11017 NE 111TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5423,0.12,,,4/13/2021,"$375,200","$434,294",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055943,11008 NE 111TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5429,0.12,,,7/2/2021,"$386,800","$427,414",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055941,11016 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,5433,0.12,,,8/30/2021,"$415,000","$451,313",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055941,11016 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,5433,0.12,,,6/28/2021,"$404,900","$454,500",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055955,10902 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5437,0.12,,,3/30/2021,"$371,200","$436,160",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055950,11005 NE 110TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5446,0.13,,,6/16/2021,"$367,600","$412,631",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055949,11009 NE 110TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,5457,0.13,,,1/12/2021,"$385,930","$466,975",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055942,11004 NE 111TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5472,0.13,,,5/11/2021,"$375,750","$428,355",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055951,11001 NE 110TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5481,0.13,,,4/8/2021,"$388,200","$449,342",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055956,11003 NE 109TH AVE VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,5483,0.13,,,4/26/2021,"$393,800","$455,824",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055964,11006 NE 110TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5488,0.13,,,5/25/2021,"$383,950","$437,703",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055976,11022 NE 111TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,5580,0.13,,,2/23/2021,"$389,000","$463,883",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055967,10908 NE 111TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,5617,0.13,,,3/22/2021,"$403,250","$473,819",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055934,10913 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1990,,6045,0.14,,,2/3/2021,"$450,250","$536,923",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055936,10905 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1990,,6064,0.14,,,7/19/2021,"$478,320","$528,544",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055937,10901 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1520,,6142,0.14,,,3/24/2021,"$388,900","$456,958",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055978,11030 NE 111TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2020,1684,,7166,0.16,,,2/8/2021,"$431,900","$515,041",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055929,11017 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2021,1520,,5014,0.12,,,7/30/2021,"$391,300","$432,387",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055938,11004 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2021,1684,,5377,0.12,,,8/23/2021,"$418,380","$454,988",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055953,10910 NE 109TH WAY VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2021,1841,,5464,0.13,,,8/31/2021,"$425,850","$463,112",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055963,11010 NE 110TH PL VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2021,1520,,5478,0.13,,,8/10/2021,"$396,850","$431,574",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055977,11026 NE 111TH ST VANCOUVER,CONVENTIONAL,RANCH,3-,2.75,2021,1684,,6694,0.15,,,2/15/2021,"$410,600","$489,641",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037833,11401 NE 99TH CIR VANCOUVER,CONVENTIONAL,RANCH,3,3,2017,1866,,6956,0.16,,,3/4/2021,"$455,000","$534,625",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986042406,11015 NE 115TH CT VANCOUVER,ZERO LOT LINE INNER UNIT,2 STORY,2+,2.5,2018,1543,,1699,0.04,,,8/5/2021,"$352,000","$382,800",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
